Year,Round,College,Branch,Category,Cutoff_Rank
2023,Mock,RVCE,Computer Science and Engineering,GM,3006
2023,Round 1,RVCE,Computer Science and Engineering,GM,3297
2023,Round 2,RVCE,Computer Science and Engineering,GM,2618
2023,Extended,RVCE,Computer Science and Engineering,GM,3633
2023,Mock,RVCE,Computer Science and Engineering,OBC,5326
2023,Round 1,RVCE,Computer Science and Engineering,OBC,5066
2023,Round 2,RVCE,Computer Science and Engineering,OBC,6302
2023,Extended,RVCE,Computer Science and Engineering,OBC,5105
2023,Mock,RVCE,Computer Science and Engineering,SC,11442
2023,Round 1,RVCE,Computer Science and Engineering,SC,11250
2023,Round 2,RVCE,Computer Science and Engineering,SC,10908
2023,Extended,RVCE,Computer Science and Engineering,SC,10113
2023,Mock,RVCE,Computer Science and Engineering,ST,12464
2023,Round 1,RVCE,Computer Science and Engineering,ST,13189
2023,Round 2,RVCE,Computer Science and Engineering,ST,12228
2023,Extended,RVCE,Computer Science and Engineering,ST,12305
2023,Mock,RVCE,Computer Science and Engineering,1G,6610
2023,Round 1,RVCE,Computer Science and Engineering,1G,5542
2023,Round 2,RVCE,Computer Science and Engineering,1G,5288
2023,Extended,RVCE,Computer Science and Engineering,1G,5877
2023,Mock,RVCE,Computer Science and Engineering,2A,4952
2023,Round 1,RVCE,Computer Science and Engineering,2A,4571
2023,Round 2,RVCE,Computer Science and Engineering,2A,4935
2023,Extended,RVCE,Computer Science and Engineering,2A,5820
2023,Mock,RVCE,Computer Science and Engineering,2B,5104
2023,Round 1,RVCE,Computer Science and Engineering,2B,5181
2023,Round 2,RVCE,Computer Science and Engineering,2B,4923
2023,Extended,RVCE,Computer Science and Engineering,2B,6594
2023,Mock,RVCE,Computer Science and Engineering,3A,3750
2023,Round 1,RVCE,Computer Science and Engineering,3A,4191
2023,Round 2,RVCE,Computer Science and Engineering,3A,4165
2023,Extended,RVCE,Computer Science and Engineering,3A,3680
2023,Mock,RVCE,Computer Science and Engineering,3B,5165
2023,Round 1,RVCE,Computer Science and Engineering,3B,4436
2023,Round 2,RVCE,Computer Science and Engineering,3B,5014
2023,Extended,RVCE,Computer Science and Engineering,3B,5762
2023,Mock,RVCE,Computer Science and Engineering,EWS,5336
2023,Round 1,RVCE,Computer Science and Engineering,EWS,3759
2023,Round 2,RVCE,Computer Science and Engineering,EWS,4087
2023,Extended,RVCE,Computer Science and Engineering,EWS,3709
2023,Mock,RVCE,Computer Science and Engineering,GMK,5482
2023,Round 1,RVCE,Computer Science and Engineering,GMK,5561
2023,Round 2,RVCE,Computer Science and Engineering,GMK,5332
2023,Extended,RVCE,Computer Science and Engineering,GMK,5742
2023,Mock,RVCE,Information Science and Engineering,GM,4920
2023,Round 1,RVCE,Information Science and Engineering,GM,5378
2023,Round 2,RVCE,Information Science and Engineering,GM,5663
2023,Extended,RVCE,Information Science and Engineering,GM,4970
2023,Mock,RVCE,Information Science and Engineering,OBC,6818
2023,Round 1,RVCE,Information Science and Engineering,OBC,6845
2023,Round 2,RVCE,Information Science and Engineering,OBC,8370
2023,Extended,RVCE,Information Science and Engineering,OBC,8285
2023,Mock,RVCE,Information Science and Engineering,SC,12624
2023,Round 1,RVCE,Information Science and Engineering,SC,13235
2023,Round 2,RVCE,Information Science and Engineering,SC,13075
2023,Extended,RVCE,Information Science and Engineering,SC,12162
2023,Mock,RVCE,Information Science and Engineering,ST,15434
2023,Round 1,RVCE,Information Science and Engineering,ST,14950
2023,Round 2,RVCE,Information Science and Engineering,ST,14775
2023,Extended,RVCE,Information Science and Engineering,ST,14318
2023,Mock,RVCE,Information Science and Engineering,1G,7732
2023,Round 1,RVCE,Information Science and Engineering,1G,7363
2023,Round 2,RVCE,Information Science and Engineering,1G,8229
2023,Extended,RVCE,Information Science and Engineering,1G,8041
2023,Mock,RVCE,Information Science and Engineering,2A,6865
2023,Round 1,RVCE,Information Science and Engineering,2A,7067
2023,Round 2,RVCE,Information Science and Engineering,2A,6246
2023,Extended,RVCE,Information Science and Engineering,2A,7984
2023,Mock,RVCE,Information Science and Engineering,2B,7736
2023,Round 1,RVCE,Information Science and Engineering,2B,7338
2023,Round 2,RVCE,Information Science and Engineering,2B,6701
2023,Extended,RVCE,Information Science and Engineering,2B,8383
2023,Mock,RVCE,Information Science and Engineering,3A,6094
2023,Round 1,RVCE,Information Science and Engineering,3A,6310
2023,Round 2,RVCE,Information Science and Engineering,3A,6485
2023,Extended,RVCE,Information Science and Engineering,3A,5846
2023,Mock,RVCE,Information Science and Engineering,3B,6364
2023,Round 1,RVCE,Information Science and Engineering,3B,6211
2023,Round 2,RVCE,Information Science and Engineering,3B,6316
2023,Extended,RVCE,Information Science and Engineering,3B,5917
2023,Mock,RVCE,Information Science and Engineering,EWS,6990
2023,Round 1,RVCE,Information Science and Engineering,EWS,6350
2023,Round 2,RVCE,Information Science and Engineering,EWS,7089
2023,Extended,RVCE,Information Science and Engineering,EWS,6090
2023,Mock,RVCE,Information Science and Engineering,GMK,6561
