Year,Round,College,Branch,Category,Cutoff_Rank
2025,Mock,RVCE,Computer Science and Engineering,GM,2299
2025,Round 1,RVCE,Computer Science and Engineering,GM,3944
2025,Round 2,RVCE,Computer Science and Engineering,GM,3753
2025,Extended,RVCE,Computer Science and Engineering,GM,3608
2025,Mock,RVCE,Computer Science and Engineering,HKR,4239
2025,Round 1,RVCE,Computer Science and Engineering,HKR,3434
2025,Round 2,RVCE,Computer Science and Engineering,HKR,4786
2025,Extended,RVCE,Computer Science and Engineering,HKR,5041
2025,Mock,RVCE,Computer Science and Engineering,Tulu,5671
2025,Round 1,RVCE,Computer Science and Engineering,Tulu,5009
2025,Round 2,RVCE,Computer Science and Engineering,Tulu,4391
2025,Extended,RVCE,Computer Science and Engineering,Tulu,5749
2025,Mock,RVCE,Computer Science and Engineering,Christian,6009
2025,Round 1,RVCE,Computer Science and Engineering,Christian,5574
2025,Round 2,RVCE,Computer Science and Engineering,Christian,5097
2025,Extended,RVCE,Computer Science and Engineering,Christian,5347
2025,Mock,RVCE,Computer Science and Engineering,Muslim,5442
2025,Round 1,RVCE,Computer Science and Engineering,Muslim,5743
2025,Round 2,RVCE,Computer Science and Engineering,Muslim,5517
2025,Extended,RVCE,Computer Science and Engineering,Muslim,5032
2025,Mock,RVCE,Computer Science and Engineering,Others,6327
2025,Round 1,RVCE,Computer Science and Engineering,Others,6763
2025,Round 2,RVCE,Computer Science and Engineering,Others,5617
2025,Extended,RVCE,Computer Science and Engineering,Others,5794
2025,Mock,RVCE,Information Science and Engineering,GM,5589
2025,Round 1,RVCE,Information Science and Engineering,GM,5382
2025,Round 2,RVCE,Information Science and Engineering,GM,5130
2025,Extended,RVCE,Information Science and Engineering,GM,5519
2025,Mock,RVCE,Information Science and Engineering,HKR,7129
2025,Round 1,RVCE,Information Science and Engineering,HKR,6017
2025,Round 2,RVCE,Information Science and Engineering,HKR,5620
2025,Extended,RVCE,Information Science and Engineering,HKR,6513
2025,Mock,RVCE,Information Science and Engineering,Tulu,7858
2025,Round 1,RVCE,Information Science and Engineering,Tulu,6471
2025,Round 2,RVCE,Information Science and Engineering,Tulu,7596
2025,Extended,RVCE,Information Science and Engineering,Tulu,7425
2025,Mock,RVCE,Information Science and Engineering,Christian,8070
2025,Round 1,RVCE,Information Science and Engineering,Christian,6928
2025,Round 2,RVCE,Information Science and Engineering,Christian,7683
2025,Extended,RVCE,Information Science and Engineering,Christian,7990
2025,Mock,RVCE,Information Science and Engineering,Muslim,7377
