Year,Round,College,Branch,Category,Cutoff_Rank
2022,Mock,RVCE,Computer Science and Engineering,GM,3845
2022,Round 1,RVCE,Computer Science and Engineering,GM,3679
2022,Round 2,RVCE,Computer Science and Engineering,GM,2606
2022,Extended,RVCE,Computer Science and Engineering,GM,3909
2022,Mock,RVCE,Computer Science and Engineering,OBC,6683
2022,Round 1,RVCE,Computer Science and Engineering,OBC,6419
2022,Round 2,RVCE,Computer Science and Engineering,OBC,5720
2022,Extended,RVCE,Computer Science and Engineering,OBC,6303
2022,Mock,RVCE,Computer Science and Engineering,SC,12058
2022,Round 1,RVCE,Computer Science and Engineering,SC,11835
2022,Round 2,RVCE,Computer Science and Engineering,SC,10760
2022,Extended,RVCE,Computer Science and Engineering,SC,11627
2022,Mock,RVCE,Computer Science and Engineering,ST,13469
2022,Round 1,RVCE,Computer Science and Engineering,ST,14161
2022,Round 2,RVCE,Computer Science and Engineering,ST,14214
2022,Extended,RVCE,Computer Science and Engineering,ST,13907
2022,Mock,RVCE,Computer Science and Engineering,1G,6396
2022,Round 1,RVCE,Computer Science and Engineering,1G,5923
2022,Round 2,RVCE,Computer Science and Engineering,1G,6705
2022,Extended,RVCE,Computer Science and Engineering,1G,6323
2022,Mock,RVCE,Computer Science and Engineering,2A,5939
2022,Round 1,RVCE,Computer Science and Engineering,2A,5787
2022,Round 2,RVCE,Computer Science and Engineering,2A,4494
2022,Extended,RVCE,Computer Science and Engineering,2A,4890
2022,Mock,RVCE,Computer Science and Engineering,2B,5179
2022,Round 1,RVCE,Computer Science and Engineering,2B,6787
2022,Round 2,RVCE,Computer Science and Engineering,2B,6075
2022,Extended,RVCE,Computer Science and Engineering,2B,5342
2022,Mock,RVCE,Computer Science and Engineering,3A,4764
2022,Round 1,RVCE,Computer Science and Engineering,3A,4554
2022,Round 2,RVCE,Computer Science and Engineering,3A,4885
2022,Extended,RVCE,Computer Science and Engineering,3A,4491
2022,Mock,RVCE,Computer Science and Engineering,3B,4860
2022,Round 1,RVCE,Computer Science and Engineering,3B,5974
2022,Round 2,RVCE,Computer Science and Engineering,3B,5396
2022,Extended,RVCE,Computer Science and Engineering,3B,4619
2022,Mock,RVCE,Computer Science and Engineering,EWS,3881
2022,Round 1,RVCE,Computer Science and Engineering,EWS,5735
2022,Round 2,RVCE,Computer Science and Engineering,EWS,5055
2022,Extended,RVCE,Computer Science and Engineering,EWS,4885
2022,Mock,RVCE,Computer Science and Engineering,GMK,4192
2022,Round 1,RVCE,Computer Science and Engineering,GMK,5468
2022,Round 2,RVCE,Computer Science and Engineering,GMK,4734
2022,Extended,RVCE,Computer Science and Engineering,GMK,5386
2022,Mock,RVCE,Information Science and Engineering,GM,4402
2022,Round 1,RVCE,Information Science and Engineering,GM,4470
2022,Round 2,RVCE,Information Science and Engineering,GM,6069
2022,Extended,RVCE,Information Science and Engineering,GM,5737
2022,Mock,RVCE,Information Science and Engineering,OBC,7751
2022,Round 1,RVCE,Information Science and Engineering,OBC,7225
2022,Round 2,RVCE,Information Science and Engineering,OBC,7649
2022,Extended,RVCE,Information Science and Engineering,OBC,7709
2022,Mock,RVCE,Information Science and Engineering,SC,12514
2022,Round 1,RVCE,Information Science and Engineering,SC,13935
2022,Round 2,RVCE,Information Science and Engineering,SC,12867
2022,Extended,RVCE,Information Science and Engineering,SC,12638
2022,Mock,RVCE,Information Science and Engineering,ST,15556
2022,Round 1,RVCE,Information Science and Engineering,ST,14972
2022,Round 2,RVCE,Information Science and Engineering,ST,15032
2022,Extended,RVCE,Information Science and Engineering,ST,14324
