Year,Round,College,Branch,Category,Cutoff_Rank
2024,Mock,RVCE,Computer Science and Engineering,GM,3371
2024,Round 1,RVCE,Computer Science and Engineering,GM,2145
2024,Round 2,RVCE,Computer Science and Engineering,GM,3866
2024,Extended,RVCE,Computer Science and Engineering,GM,3856
2024,Mock,RVCE,Computer Science and Engineering,OBC,5554
2024,Round 1,RVCE,Computer Science and Engineering,OBC,6114
2024,Round 2,RVCE,Computer Science and Engineering,OBC,5681
2024,Extended,RVCE,Computer Science and Engineering,OBC,4572
2024,Mock,RVCE,Computer Science and Engineering,SC,11715
2024,Round 1,RVCE,Computer Science and Engineering,SC,10120
2024,Round 2,RVCE,Computer Science and Engineering,SC,11001
2024,Extended,RVCE,Computer Science and Engineering,SC,10115
2024,Mock,RVCE,Computer Science and Engineering,ST,13304
2024,Round 1,RVCE,Computer Science and Engineering,ST,13336
2024,Round 2,RVCE,Computer Science and Engineering,ST,12284
2024,Extended,RVCE,Computer Science and Engineering,ST,13195
2024,Mock,RVCE,Computer Science and Engineering,1G,5843
2024,Round 1,RVCE,Computer Science and Engineering,1G,5999
2024,Round 2,RVCE,Computer Science and Engineering,1G,6603
2024,Extended,RVCE,Computer Science and Engineering,1G,4922
2024,Mock,RVCE,Computer Science and Engineering,2A,5880
2024,Round 1,RVCE,Computer Science and Engineering,2A,4305
2024,Round 2,RVCE,Computer Science and Engineering,2A,3954
2024,Extended,RVCE,Computer Science and Engineering,2A,4934
2024,Mock,RVCE,Computer Science and Engineering,2B,5390
2024,Round 1,RVCE,Computer Science and Engineering,2B,5576
2024,Round 2,RVCE,Computer Science and Engineering,2B,5535
2024,Extended,RVCE,Computer Science and Engineering,2B,5316
2024,Mock,RVCE,Computer Science and Engineering,3A,3995
2024,Round 1,RVCE,Computer Science and Engineering,3A,4612
2024,Round 2,RVCE,Computer Science and Engineering,3A,4427
2024,Extended,RVCE,Computer Science and Engineering,3A,5355
2024,Mock,RVCE,Computer Science and Engineering,3B,5514
2024,Round 1,RVCE,Computer Science and Engineering,3B,3799
2024,Round 2,RVCE,Computer Science and Engineering,3B,4165
2024,Extended,RVCE,Computer Science and Engineering,3B,4267
2024,Mock,RVCE,Computer Science and Engineering,EWS,3805
2024,Round 1,RVCE,Computer Science and Engineering,EWS,4747
2024,Round 2,RVCE,Computer Science and Engineering,EWS,3477
2024,Extended,RVCE,Computer Science and Engineering,EWS,4506
2024,Mock,RVCE,Computer Science and Engineering,GMK,5093
2024,Round 1,RVCE,Computer Science and Engineering,GMK,4027
2024,Round 2,RVCE,Computer Science and Engineering,GMK,3897
2024,Extended,RVCE,Computer Science and Engineering,GMK,4625
2024,Mock,RVCE,Information Science and Engineering,GM,4554
2024,Round 1,RVCE,Information Science and Engineering,GM,5770
2024,Round 2,RVCE,Information Science and Engineering,GM,4020
2024,Extended,RVCE,Information Science and Engineering,GM,4800
2024,Mock,RVCE,Information Science and Engineering,OBC,8040
2024,Round 1,RVCE,Information Science and Engineering,OBC,6484
