Year,Round,College,Branch,Category,Cutoff_Rank
2023,Mock,RVCE,Computer Science and Engineering,GM,3176
2023,Round 1,RVCE,Computer Science and Engineering,GM,3940
2023,Round 2,RVCE,Computer Science and Engineering,GM,3583
2023,Extended,RVCE,Computer Science and Engineering,GM,2414
2023,Mock,RVCE,Computer Science and Engineering,HKR,4222
2023,Round 1,RVCE,Computer Science and Engineering,HKR,3613
2023,Round 2,RVCE,Computer Science and Engineering,HKR,5072
2023,Extended,RVCE,Computer Science and Engineering,HKR,4306
2023,Mock,RVCE,Computer Science and Engineering,Tulu,5579
2023,Round 1,RVCE,Computer Science and Engineering,Tulu,5636
2023,Round 2,RVCE,Computer Science and Engineering,Tulu,5062
2023,Extended,RVCE,Computer Science and Engineering,Tulu,4787
2023,Mock,RVCE,Computer Science and Engineering,Christian,4935
2023,Round 1,RVCE,Computer Science and Engineering,Christian,5771
2023,Round 2,RVCE,Computer Science and Engineering,Christian,6545
2023,Extended,RVCE,Computer Science and Engineering,Christian,5685
2023,Mock,RVCE,Computer Science and Engineering,Muslim,6290
2023,Round 1,RVCE,Computer Science and Engineering,Muslim,6773
2023,Round 2,RVCE,Computer Science and Engineering,Muslim,5370
2023,Extended,RVCE,Computer Science and Engineering,Muslim,6190
2023,Mock,RVCE,Computer Science and Engineering,Others,6065
2023,Round 1,RVCE,Computer Science and Engineering,Others,6792
2023,Round 2,RVCE,Computer Science and Engineering,Others,6088
2023,Extended,RVCE,Computer Science and Engineering,Others,5877
2023,Mock,RVCE,Information Science and Engineering,GM,5930
2023,Round 1,RVCE,Information Science and Engineering,GM,5075
2023,Round 2,RVCE,Information Science and Engineering,GM,4598
2023,Extended,RVCE,Information Science and Engineering,GM,5085
2023,Mock,RVCE,Information Science and Engineering,HKR,7121
2023,Round 1,RVCE,Information Science and Engineering,HKR,6179
2023,Round 2,RVCE,Information Science and Engineering,HKR,7170
2023,Extended,RVCE,Information Science and Engineering,HKR,5823
2023,Mock,RVCE,Information Science and Engineering,Tulu,7442
2023,Round 1,RVCE,Information Science and Engineering,Tulu,7876
2023,Round 2,RVCE,Information Science and Engineering,Tulu,6902
2023,Extended,RVCE,Information Science and Engineering,Tulu,7698
2023,Mock,RVCE,Information Science and Engineering,Christian,7115
2023,Round 1,RVCE,Information Science and Engineering,Christian,7758
2023,Round 2,RVCE,Information Science and Engineering,Christian,7438
2023,Extended,RVCE,Information Science and Engineering,Christian,7451
2023,Mock,RVCE,Information Science and Engineering,Muslim,8794
2023,Round 1,RVCE,Information Science and Engineering,Muslim,7748
2023,Round 2,RVCE,Information Science and Engineering,Muslim,8157
2023,Extended,RVCE,Information Science and Engineering,Muslim,8081
2023,Mock,RVCE,Information Science and Engineering,Others,7932
2023,Round 1,RVCE,Information Science and Engineering,Others,8970
2023,Round 2,RVCE,Information Science and Engineering,Others,8152
2023,Extended,RVCE,Information Science and Engineering,Others,8979
2023,Mock,RVCE,Electronics and Communication Engineering,GM,7668
2023,Round 1,RVCE,Electronics and Communication Engineering,GM,7463
2023,Round 2,RVCE,Electronics and Communication Engineering,GM,6943
2023,Extended,RVCE,Electronics and Communication Engineering,GM,7645
2023,Mock,RVCE,Electronics and Communication Engineering,HKR,7917
2023,Round 1,RVCE,Electronics and Communication Engineering,HKR,7155
2023,Round 2,RVCE,Electronics and Communication Engineering,HKR,7928
2023,Extended,RVCE,Electronics and Communication Engineering,HKR,8027
2023,Mock,RVCE,Electronics and Communication Engineering,Tulu,8990
2023,Round 1,RVCE,Electronics and Communication Engineering,Tulu,9263
2023,Round 2,RVCE,Electronics and Communication Engineering,Tulu,9258
2023,Extended,RVCE,Electronics and Communication Engineering,Tulu,9100
2023,Mock,RVCE,Electronics and Communication Engineering,Christian,8705
2023,Round 1,RVCE,Electronics and Communication Engineering,Christian,9844
2023,Round 2,RVCE,Electronics and Communication Engineering,Christian,8930
2023,Extended,RVCE,Electronics and Communication Engineering,Christian,9297
2023,Mock,RVCE,Electronics and Communication Engineering,Muslim,9271
2023,Round 1,RVCE,Electronics and Communication Engineering,Muslim,9390
2023,Round 2,RVCE,Electronics and Communication Engineering,Muslim,9885
2023,Extended,RVCE,Electronics and Communication Engineering,Muslim,9676
2023,Mock,RVCE,Electronics and Communication Engineering,Others,10367
2023,Round 1,RVCE,Electronics and Communication Engineering,Others,9963
2023,Round 2,RVCE,Electronics and Communication Engineering,Others,10004
2023,Extended,RVCE,Electronics and Communication Engineering,Others,9376
2023,Mock,RVCE,Electrical and Electronics Engineering,GM,7879
2023,Round 1,RVCE,Electrical and Electronics Engineering,GM,8303
2023,Round 2,RVCE,Electrical and Electronics Engineering,GM,7558
2023,Extended,RVCE,Electrical and Electronics Engineering,GM,7627
2023,Mock,RVCE,Electrical and Electronics Engineering,HKR,9148
2023,Round 1,RVCE,Electrical and Electronics Engineering,HKR,9008
2023,Round 2,RVCE,Electrical and Electronics Engineering,HKR,9654
2023,Extended,RVCE,Electrical and Electronics Engineering,HKR,8625
2023,Mock,RVCE,Electrical and Electronics Engineering,Tulu,10734
2023,Round 1,RVCE,Electrical and Electronics Engineering,Tulu,11016
2023,Round 2,RVCE,Electrical and Electronics Engineering,Tulu,9929
2023,Extended,RVCE,Electrical and Electronics Engineering,Tulu,9616
2023,Mock,RVCE,Electrical and Electronics Engineering,Christian,10103
2023,Round 1,RVCE,Electrical and Electronics Engineering,Christian,11133
2023,Round 2,RVCE,Electrical and Electronics Engineering,Christian,11342
2023,Extended,RVCE,Electrical and Electronics Engineering,Christian,10059
2023,Mock,RVCE,Electrical and Electronics Engineering,Muslim,10845
2023,Round 1,RVCE,Electrical and Electronics Engineering,Muslim,10823
2023,Round 2,RVCE,Electrical and Electronics Engineering,Muslim,11533
2023,Extended,RVCE,Electrical and Electronics Engineering,Muslim,10152
2023,Mock,RVCE,Electrical and Electronics Engineering,Others,10872
2023,Round 1,RVCE,Electrical and Electronics Engineering,Others,11777
2023,Round 2,RVCE,Electrical and Electronics Engineering,Others,11105
2023,Extended,RVCE,Electrical and Electronics Engineering,Others,10715
2023,Mock,RVCE,Mechanical Engineering,GM,13657
2023,Round 1,RVCE,Mechanical Engineering,GM,13841
2023,Round 2,RVCE,Mechanical Engineering,GM,13210
2023,Extended,RVCE,Mechanical Engineering,GM,12638
2023,Mock,RVCE,Mechanical Engineering,HKR,15227
2023,Round 1,RVCE,Mechanical Engineering,HKR,13677
2023,Round 2,RVCE,Mechanical Engineering,HKR,14522
2023,Extended,RVCE,Mechanical Engineering,HKR,14576
2023,Mock,RVCE,Mechanical Engineering,Tulu,14750
2023,Round 1,RVCE,Mechanical Engineering,Tulu,15476
2023,Round 2,RVCE,Mechanical Engineering,Tulu,14976
2023,Extended,RVCE,Mechanical Engineering,Tulu,14939
2023,Mock,RVCE,Mechanical Engineering,Christian,16209
2023,Round 1,RVCE,Mechanical Engineering,Christian,16685
2023,Round 2,RVCE,Mechanical Engineering,Christian,15128
2023,Extended,RVCE,Mechanical Engineering,Christian,16173
2023,Mock,RVCE,Mechanical Engineering,Muslim,16707
2023,Round 1,RVCE,Mechanical Engineering,Muslim,15534
2023,Round 2,RVCE,Mechanical Engineering,Muslim,16161
2023,Extended,RVCE,Mechanical Engineering,Muslim,16148
2023,Mock,RVCE,Mechanical Engineering,Others,15969
2023,Round 1,RVCE,Mechanical Engineering,Others,16285
2023,Round 2,RVCE,Mechanical Engineering,Others,16807
2023,Extended,RVCE,Mechanical Engineering,Others,16655
2023,Mock,RVCE,Civil Engineering,GM,14491
2023,Round 1,RVCE,Civil Engineering,GM,15448
2023,Round 2,RVCE,Civil Engineering,GM,15043
2023,Extended,RVCE,Civil Engineering,GM,15005
2023,Mock,RVCE,Civil Engineering,HKR,16265
2023,Round 1,RVCE,Civil Engineering,HKR,17375
2023,Round 2,RVCE,Civil Engineering,HKR,16433
2023,Extended,RVCE,Civil Engineering,HKR,17020
2023,Mock,RVCE,Civil Engineering,Tulu,16823
2023,Round 1,RVCE,Civil Engineering,Tulu,16551
2023,Round 2,RVCE,Civil Engineering,Tulu,18198
2023,Extended,RVCE,Civil Engineering,Tulu,17061
2023,Mock,RVCE,Civil Engineering,Christian,17637
2023,Round 1,RVCE,Civil Engineering,Christian,17174
2023,Round 2,RVCE,Civil Engineering,Christian,17488
2023,Extended,RVCE,Civil Engineering,Christian,17308
2023,Mock,RVCE,Civil Engineering,Muslim,18299
2023,Round 1,RVCE,Civil Engineering,Muslim,18092
2023,Round 2,RVCE,Civil Engineering,Muslim,17171
2023,Extended,RVCE,Civil Engineering,Muslim,18064
2023,Mock,RVCE,Civil Engineering,Others,19042
2023,Round 1,RVCE,Civil Engineering,Others,18610
2023,Round 2,RVCE,Civil Engineering,Others,17832
2023,Extended,RVCE,Civil Engineering,Others,18580
2023,Mock,RVCE,Artificial Intelligence and Data Science,GM,6633
2023,Round 1,RVCE,Artificial Intelligence and Data Science,GM,5720
2023,Round 2,RVCE,Artificial Intelligence and Data Science,GM,5849
2023,Extended,RVCE,Artificial Intelligence and Data Science,GM,5930
2023,Mock,RVCE,Artificial Intelligence and Data Science,HKR,7356
2023,Round 1,RVCE,Artificial Intelligence and Data Science,HKR,7459
2023,Round 2,RVCE,Artificial Intelligence and Data Science,HKR,6861
2023,Extended,RVCE,Artificial Intelligence and Data Science,HKR,8280
2023,Mock,RVCE,Artificial Intelligence and Data Science,Tulu,8310
2023,Round 1,RVCE,Artificial Intelligence and Data Science,Tulu,8850
2023,Round 2,RVCE,Artificial Intelligence and Data Science,Tulu,8059
2023,Extended,RVCE,Artificial Intelligence and Data Science,Tulu,8335
2023,Mock,RVCE,Artificial Intelligence and Data Science,Christian,8151
2023,Round 1,RVCE,Artificial Intelligence and Data Science,Christian,9252
2023,Round 2,RVCE,Artificial Intelligence and Data Science,Christian,9166
2023,Extended,RVCE,Artificial Intelligence and Data Science,Christian,9343
2023,Mock,RVCE,Artificial Intelligence and Data Science,Muslim,9733
2023,Round 1,RVCE,Artificial Intelligence and Data Science,Muslim,8824
2023,Round 2,RVCE,Artificial Intelligence and Data Science,Muslim,9619
2023,Extended,RVCE,Artificial Intelligence and Data Science,Muslim,8329
2023,Mock,RVCE,Artificial Intelligence and Data Science,Others,9554
2023,Round 1,RVCE,Artificial Intelligence and Data Science,Others,8661
2023,Round 2,RVCE,Artificial Intelligence and Data Science,Others,9738
2023,Extended,RVCE,Artificial Intelligence and Data Science,Others,9175
2023,Mock,RVCE,Biotechnology,GM,15052
2023,Round 1,RVCE,Biotechnology,GM,14407
2023,Round 2,RVCE,Biotechnology,GM,14548
2023,Extended,RVCE,Biotechnology,GM,14197
2023,Mock,RVCE,Biotechnology,HKR,15720
2023,Round 1,RVCE,Biotechnology,HKR,14804
2023,Round 2,RVCE,Biotechnology,HKR,15168
2023,Extended,RVCE,Biotechnology,HKR,15302
2023,Mock,RVCE,Biotechnology,Tulu,16584
2023,Round 1,RVCE,Biotechnology,Tulu,16172
2023,Round 2,RVCE,Biotechnology,Tulu,16183
2023,Extended,RVCE,Biotechnology,Tulu,15590
2023,Mock,RVCE,Biotechnology,Christian,17314
2023,Round 1,RVCE,Biotechnology,Christian,16303
2023,Round 2,RVCE,Biotechnology,Christian,16636
2023,Extended,RVCE,Biotechnology,Christian,17584
2023,Mock,RVCE,Biotechnology,Muslim,16922
2023,Round 1,RVCE,Biotechnology,Muslim,16800
2023,Round 2,RVCE,Biotechnology,Muslim,16461
2023,Extended,RVCE,Biotechnology,Muslim,17039
2023,Mock,RVCE,Biotechnology,Others,17350
2023,Round 1,RVCE,Biotechnology,Others,17451
2023,Round 2,RVCE,Biotechnology,Others,17014
2023,Extended,RVCE,Biotechnology,Others,17915
2023,Mock,RVCE,Data Science,GM,6374
2023,Round 1,RVCE,Data Science,GM,6414
2023,Round 2,RVCE,Data Science,GM,7131
2023,Extended,RVCE,Data Science,GM,6925
2023,Mock,RVCE,Data Science,HKR,7172
2023,Round 1,RVCE,Data Science,HKR,8314
2023,Round 2,RVCE,Data Science,HKR,7398
2023,Extended,RVCE,Data Science,HKR,8479
2023,Mock,RVCE,Data Science,Tulu,9081
2023,Round 1,RVCE,Data Science,Tulu,7784
2023,Round 2,RVCE,Data Science,Tulu,9008
2023,Extended,RVCE,Data Science,Tulu,8250
2023,Mock,RVCE,Data Science,Christian,9834
2023,Round 1,RVCE,Data Science,Christian,8579
2023,Round 2,RVCE,Data Science,Christian,8585
2023,Extended,RVCE,Data Science,Christian,9699
2023,Mock,RVCE,Data Science,Muslim,10007
2023,Round 1,RVCE,Data Science,Muslim,9961
2023,Round 2,RVCE,Data Science,Muslim,9885
2023,Extended,RVCE,Data Science,Muslim,8427
2023,Mock,RVCE,Data Science,Others,9661
2023,Round 1,RVCE,Data Science,Others,10087
2023,Round 2,RVCE,Data Science,Others,9601
2023,Extended,RVCE,Data Science,Others,9988
