Year,Round,College,Branch,Category,Cutoff_Rank
2024,Mock,RVCE,Computer Science and Engineering,GM,2369
2024,Round 1,RVCE,Computer Science and Engineering,GM,2555
2024,Round 2,RVCE,Computer Science and Engineering,GM,3926
2024,Extended,RVCE,Computer Science and Engineering,GM,2426
2024,Mock,RVCE,Computer Science and Engineering,HKR,4802
2024,Round 1,RVCE,Computer Science and Engineering,HKR,5089
2024,Round 2,RVCE,Computer Science and Engineering,HKR,5032
2024,Extended,RVCE,Computer Science and Engineering,HKR,3543
2024,Mock,RVCE,Computer Science and Engineering,Tulu,5682
2024,Round 1,RVCE,Computer Science and Engineering,Tulu,4849
2024,Round 2,RVCE,Computer Science and Engineering,Tulu,5208
2024,Extended,RVCE,Computer Science and Engineering,Tulu,4596
2024,Mock,RVCE,Computer Science and Engineering,Christian,5182
2024,Round 1,RVCE,Computer Science and Engineering,Christian,5545
2024,Round 2,RVCE,Computer Science and Engineering,Christian,4856
2024,Extended,RVCE,Computer Science and Engineering,Christian,6462
2024,Mock,RVCE,Computer Science and Engineering,Muslim,5543
2024,Round 1,RVCE,Computer Science and Engineering,Muslim,6482
2024,Round 2,RVCE,Computer Science and Engineering,Muslim,5232
2024,Extended,RVCE,Computer Science and Engineering,Muslim,5103
2024,Mock,RVCE,Computer Science and Engineering,Others,5516
2024,Round 1,RVCE,Computer Science and Engineering,Others,6462
2024,Round 2,RVCE,Computer Science and Engineering,Others,6369
2024,Extended,RVCE,Computer Science and Engineering,Others,5454
2024,Mock,RVCE,Information Science and Engineering,GM,5951
2024,Round 1,RVCE,Information Science and Engineering,GM,6058
2024,Round 2,RVCE,Information Science and Engineering,GM,5642
2024,Extended,RVCE,Information Science and Engineering,GM,5440
2024,Mock,RVCE,Information Science and Engineering,HKR,5648
2024,Round 1,RVCE,Information Science and Engineering,HKR,6766
2024,Round 2,RVCE,Information Science and Engineering,HKR,6136
2024,Extended,RVCE,Information Science and Engineering,HKR,5974
2024,Mock,RVCE,Information Science and Engineering,Tulu,6896
2024,Round 1,RVCE,Information Science and Engineering,Tulu,7321
2024,Round 2,RVCE,Information Science and Engineering,Tulu,7491
2024,Extended,RVCE,Information Science and Engineering,Tulu,7681
2024,Mock,RVCE,Information Science and Engineering,Christian,8110
2024,Round 1,RVCE,Information Science and Engineering,Christian,7077
2024,Round 2,RVCE,Information Science and Engineering,Christian,7197
2024,Extended,RVCE,Information Science and Engineering,Christian,7340
2024,Mock,RVCE,Information Science and Engineering,Muslim,8149
2024,Round 1,RVCE,Information Science and Engineering,Muslim,7337
2024,Round 2,RVCE,Information Science and Engineering,Muslim,7814
2024,Extended,RVCE,Information Science and Engineering,Muslim,7962
2024,Mock,RVCE,Information Science and Engineering,Others,8664
2024,Round 1,RVCE,Information Science and Engineering,Others,7384
2024,Round 2,RVCE,Information Science and Engineering,Others,8233
2024,Extended,RVCE,Information Science and Engineering,Others,8433
2024,Mock,RVCE,Electronics and Communication Engineering,GM,6799
2024,Round 1,RVCE,Electronics and Communication Engineering,GM,6358
2024,Round 2,RVCE,Electronics and Communication Engineering,GM,5980
2024,Extended,RVCE,Electronics and Communication Engineering,GM,6307
2024,Mock,RVCE,Electronics and Communication Engineering,HKR,8029
2024,Round 1,RVCE,Electronics and Communication Engineering,HKR,8558
2024,Round 2,RVCE,Electronics and Communication Engineering,HKR,8134
2024,Extended,RVCE,Electronics and Communication Engineering,HKR,7755
2024,Mock,RVCE,Electronics and Communication Engineering,Tulu,9185
2024,Round 1,RVCE,Electronics and Communication Engineering,Tulu,9525
2024,Round 2,RVCE,Electronics and Communication Engineering,Tulu,9422
2024,Extended,RVCE,Electronics and Communication Engineering,Tulu,8354
2024,Mock,RVCE,Electronics and Communication Engineering,Christian,9622
2024,Round 1,RVCE,Electronics and Communication Engineering,Christian,9024
2024,Round 2,RVCE,Electronics and Communication Engineering,Christian,8368
2024,Extended,RVCE,Electronics and Communication Engineering,Christian,9204
2024,Mock,RVCE,Electronics and Communication Engineering,Muslim,8531
2024,Round 1,RVCE,Electronics and Communication Engineering,Muslim,9147
2024,Round 2,RVCE,Electronics and Communication Engineering,Muslim,8935
2024,Extended,RVCE,Electronics and Communication Engineering,Muslim,9138
2024,Mock,RVCE,Electronics and Communication Engineering,Others,10083
2024,Round 1,RVCE,Electronics and Communication Engineering,Others,8805
2024,Round 2,RVCE,Electronics and Communication Engineering,Others,10308
2024,Extended,RVCE,Electronics and Communication Engineering,Others,9387
2024,Mock,RVCE,Electrical and Electronics Engineering,GM,7411
2024,Round 1,RVCE,Electrical and Electronics Engineering,GM,8909
2024,Round 2,RVCE,Electrical and Electronics Engineering,GM,7405
2024,Extended,RVCE,Electrical and Electronics Engineering,GM,8600
